Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04540:Gap junction	49	0.9501648245103742	8.88E-04	"P07437, P04350, Q14573, Q71U36, P12931, P17252, Q9NQ66, P16234, Q01970, Q02750, P06493, Q13164, P08588, Q02153, P04899, P68371, P48730, P62993, P17302, P09619, P68366, P28482, Q9BQE3, P17612, P36507, Q9BUF5, P29992, Q07157, P08754, Q5JWF2, Q13509, P05129, Q9BV28, P50148, P68363, P27361, P05771, Q13976, P04085, Q07889, P40145, P04049, Q13748, P01133, Q13885, Q07890, P01116, P00533, P28335, P01112"	2604	88	6910	1.477578201	0.231801896	0.002893691	1.177700274
KEGG_PATHWAY	hsa05134:Legionellosis	33	0.6399069226294357	0.001002575	"P29466, P62820, Q99836, P34931, P01375, O00206, Q9BXK5, P11142, Q00653, Q00613, P55210, P55072, P84077, P17066, P55211, Q05639, P68104, Q9NR31, Q14790, P25963, Q5SQT9, P54652, P19838, P05107, Q9H0U4, P99999, P26641, O75396, P10809, Q04206, P42574, Q9Y450, O60603, P01584"	2604	54	6910	1.621650452	0.25763495	0.00323296	1.32944464
KEGG_PATHWAY	hsa05010:Alzheimer's disease	84	1.6288539848749273	0.001117568	"P17655, Q14573, P04406, P37840, Q99714, Q08209, Q01970, O00483, P49810, Q12879, Q59EW6, O43181, O95168, O15399, O14983, Q13564, Q00535, Q15078, P36542, P55210, P55211, P22695, P08473, P08574, Q14790, P49841, Q9P0J0, O00213, O00217, Q96KJ9, P14735, P78536, P19438, P13073, P24539, Q07954, Q02221, P02649, Q15413, P28331, P55957, P56817, P01584, O43676, P06858, P49768, Q9NQ66, Q05586, P01375, O75438, O43678, P16615, P62158, P31040, Q13158, Q92542, P29475, P28482, P00403, O75380, Q16795, O95182, P10636, P49821, O75489, P48454, P50148, P27361, O95139, P07384, P05067, Q93084, P99999, Q9Y5Z0, P06576, P48047, P25445, P25705, Q16718, P42574, O75947, Q13224, O75251, P18850, O75306"	2604	168	6910	1.326804916	0.282586753	0.003564634	1.480878668
KEGG_PATHWAY	hsa04115:p53 signaling pathway	39	0.7562536358347877	0.001132134	"P24385, O15151, P05019, O96020, P31947, P49815, P42771, P06493, P31350, P17936, Q13315, Q8WWL7, O14514, Q96PM5, Q00987, P24522, P05121, P38936, Q00534, P30281, P07996, P55211, P27701, O14757, Q14790, O95257, O96017, P24941, Q9HA38, P04637, P99999, Q13535, Q07812, P11802, P25445, P51959, P42574, P60484, P55957"	2604	67	6910	1.544638558	0.285687075	0.003572689	1.500044954
KEGG_PATHWAY	hsa01230:Biosynthesis of amino acids	42	0.8144269924374636	0.001373946	"P35520, P04406, Q01813, P15104, P31153, P17174, P04075, P06733, Q03154, P00505, P48735, O43175, P54687, P29401, P17858, O15382, P13929, P32322, P49419, P51553, P11498, P05062, P60174, P37837, Q9Y617, P00966, P18669, Q96C36, P05089, P34896, P34897, O43837, P54886, Q9NZL9, P08237, Q8TD30, P14618, P50213, Q99798, O75390, P78330, P21399"	2604	74	6910	1.506102877	0.335248847	0.004289118	1.817729622
KEGG_PATHWAY	hsa04921:Oxytocin signaling pathway	79	1.531898390537134	0.001597783	"P24385, Q14573, P12931, O60359, P19419, Q08209, P60709, Q01970, Q02153, P62136, Q9Y698, P27986, Q92569, Q9UQM7, P38936, P17612, P36507, Q8N5S9, Q9UP65, P35354, Q02641, Q13464, P05771, P47712, Q92736, P05412, Q15413, P61586, Q9H1R3, Q13555, O00459, Q13554, Q13557, Q86XP0, P36873, Q9NQ66, P17252, Q02750, Q13164, Q92806, P04899, P62158, P41220, P48051, P29474, P28482, Q8IU85, P01100, Q9Y478, P08754, Q5JWF2, Q13131, P48549, Q8WYR1, P48544, P60660, P48454, P05129, P50148, P30559, P27361, Q96NX5, O14974, Q96RR4, P40145, P28907, P04049, Q14012, Q15746, P13639, P42338, P09471, P53805, P42336, O75116, P63261, P01116, P00533, P01112"	2604	158	6910	1.326804916	0.378065786	0.004934877	2.110953568
KEGG_PATHWAY	hsa04020:Calcium signaling pathway	88	1.7064184603451618	0.001619165	"Q14573, Q14289, P51178, P16234, Q08209, P30405, Q01970, O95837, P34995, Q12879, Q59EW6, P21796, O15399, P54750, O14983, P16885, P13945, Q9UQM7, P08912, P08172, P17612, P25103, P25105, P36544, P29992, P23634, P05771, Q9BRC7, Q92736, Q15413, P21731, Q9H1R3, P24530, Q13555, Q13554, P11229, P25116, P28335, Q13557, Q9Y277, P35368, Q9NQ66, P17252, Q05586, P30679, P45880, P35228, O15547, O00555, P08588, P29275, Q15303, P16615, P29274, P62158, P05141, P09619, P29474, P29371, P04626, P29475, P20309, Q5JWF2, Q13639, Q9P212, P46020, P48454, P12236, P05129, P50148, P30559, P19174, P25101, P30556, Q93084, Q9NYA1, P34981, P12235, P40145, P28907, P07550, Q15746, P21452, P15735, P22888, P30989, P21860, P00533, P46019"	2604	179	6910	1.304567962	0.382009239	0.004949379	2.138921918
KEGG_PATHWAY	hsa04961:Endocrine and other factor-regulated calcium reabsorption	28	0.5429513282916424	0.001898057	"Q9NQ66, P17252, Q01970, P63010, Q05193, O94973, Q00610, P17612, P05023, Q13733, P53680, P05026, Q5JWF2, P11473, P50570, P05129, P54709, P50148, P05771, P62491, P20151, P03372, Q03431, O95782, P53675, P09497, Q96CW1, P09496"	2604	45	6910	1.651135006	0.431218288	0.005741196	2.503037651
KEGG_PATHWAY	hsa04022:cGMP-PKG signaling pathway	82	1.59007174713981	0.002004631	"Q14573, P30542, Q08209, Q01970, P30405, Q02153, P35568, P62136, P21796, Q02156, P27986, Q92569, O14983, O43889, P13945, P08913, O14654, P01308, P06213, P36507, P05023, P05026, P29992, Q14814, P23634, Q9Y691, Q13464, Q02078, Q14344, P61586, Q9H1R3, P24530, O00459, Q9Y277, P35368, Q03113, P36873, Q9NQ66, P45880, Q02750, P08588, P16615, P04899, P62158, Q12791, P41220, Q9Y243, P05141, P29474, P31751, P28482, P11831, Q13733, P08754, P43694, Q8WYR1, P18848, P48454, P12236, Q9Y210, P54709, P50148, P15336, P27361, P25101, Q13976, P30556, O14974, Q93084, P12235, P40145, Q9Y4H2, P41143, P04049, P07550, Q15746, P50552, P42338, P42336, O75116, P78347, P31749"	2604	166	6910	1.310819314	0.448973851	0.006001846	2.64184777
KEGG_PATHWAY	hsa05216:Thyroid cancer	20	0.3878223773511732	0.002141208	"P24385, P19793, P27361, Q02750, P35222, P04637, P12270, Q92734, P12830, P06753, P28702, P28482, P04629, P01106, P37231, P01116, P36507, P07949, P01112, P15056"	2604	29	6910	1.830075746	0.470922577	0.006345984	2.819467665
KEGG_PATHWAY	hsa05218:Melanoma	40	0.7756447547023464	0.002205133	"P24385, P05019, P11362, P08581, P16234, P42771, Q02750, P10398, O75030, Q9Y243, P27986, P12830, Q92569, Q00987, P09619, P31751, P28482, P38936, Q00534, P36507, P15056, P06400, Q8WYR1, P27361, P04085, P04637, P08069, P04049, P42338, P42336, P11802, P01133, P01116, P60484, O00459, P00533, O43320, P31749, P61328, P01112"	2604	71	6910	1.494991454	0.480894318	0.006470538	2.902501036
KEGG_PATHWAY	hsa03013:RNA transport	84	1.6288539848749273	0.002646479	"Q9NWZ8, Q15287, P60228, O14744, P55735, Q13144, Q14240, Q9H1J1, Q6EEV6, P12270, Q92621, Q9HC62, Q8TEM1, P49792, P49790, O75694, Q8N1F7, Q9HAV4, P62826, Q7Z3B4, O00303, Q96Q11, O75817, Q8WXD5, P68104, Q05639, Q9BRP8, Q9Y3F4, Q13310, O75821, Q9NR50, Q9UHI6, Q04637, P55010, Q9BQ52, P41567, Q14232, P20042, P60842, Q13347, P11940, Q9UKV3, Q16637, O15372, Q9Y5S9, O15371, Q8NI27, P51116, Q9GZY0, Q9H361, Q14974, P55854, Q8NFH3, P23588, O43432, Q86V81, P61956, P49770, Q9BW27, P38919, P63279, Q92900, Q6I9Y2, P46060, Q14152, Q13541, O60573, Q9NPJ8, P57678, P55884, P63165, Q13838, Q5SRE5, P06730, Q9UKX7, P54105, O14980, P05198, O43592, Q96HA1, P78345, Q99613, Q7KZS0, P78344, P41091"	2604	172	6910	1.295948987	0.544812618	0.007686445	3.473978025
KEGG_PATHWAY	hsa05146:Amoebiasis	55	1.0665115377157262	0.003427618	"O00206, Q01970, O95837, P29400, P02462, P14778, P27986, Q92569, P05120, P17612, O43707, P29992, Q9Y6N6, P05089, P08572, Q96AH8, P05771, P05107, P08123, Q14031, Q04206, O60603, O00459, P04792, P01137, P01584, Q01955, P02751, P18206, P17252, Q9NQ66, P30679, P01375, P35228, P61020, P61812, P35609, P12814, P07942, P11047, Q5JWF2, Q08043, Q8WYR1, P05129, P50148, P19838, P25391, P51149, P51148, P08311, P20339, Q05397, P42338, P42336, P42574"	2604	106	6910	1.376873026	0.639315331	0.009851648	4.477817394
KEGG_PATHWAY	hsa01210:2-Oxocarboxylic acid metabolism	13	0.2520845452782626	0.006019367	"O15382, P17174, Q8TD30, Q03154, P48735, P50213, O43837, P00505, Q99798, O75390, P54687, P51553, P21399"	2604	17	6910	2.029231047	0.833565654	0.017094078	7.739707936
KEGG_PATHWAY	hsa04114:Oocyte meiosis	55	1.0665115377157262	0.007175045	"Q14573, P05019, P62714, O96020, Q13042, P30154, Q12834, P30153, Q08209, P31946, P62136, P53350, Q9UQM7, Q13616, P01308, P17612, Q99640, Q9UQE7, P30307, P06401, Q9H2G2, Q15418, P08069, P62258, P67775, Q9UK32, Q13555, Q13554, Q16537, Q13557, Q13257, P36873, Q9Y297, Q15349, Q02750, Q9NZH5, P06493, O14965, P61981, P62158, P10275, P27348, Q13362, P62877, P28482, P63104, O43683, P51812, P48454, P27361, P24941, Q15173, P40145, Q9BZB8, Q04917"	2604	109	6910	1.338977438	0.882188601	0.020162256	9.160723003
KEGG_PATHWAY	hsa04922:Glucagon signaling pathway	50	0.9695559433779329	0.010347026	"Q14573, Q08209, Q01970, P06737, Q12778, P11166, P11168, O43889, Q9UQM7, Q16822, P17612, P08559, Q07869, P13807, Q9UBK2, P18669, P35575, Q99873, P11177, P16118, Q13555, Q13554, Q13557, Q9NQ66, Q92793, P62158, Q9Y243, P31751, P11216, Q9Y478, Q13131, Q5JWF2, Q96EB6, Q9H0K1, P18848, Q09472, P46020, P48454, P00338, P50148, P35558, P15336, P07195, P01275, Q13085, P50416, P15735, P14618, P31749, P46019"	2604	99	6910	1.340206985	0.95445597	0.028721684	12.95759759
KEGG_PATHWAY	hsa04261:Adrenergic signaling in cardiomyocytes	70	1.357378320729106	0.010523563	"P63151, P62714, O60359, P30154, P30153, Q01970, P53778, O95398, P62136, Q9Y2T4, P27986, Q9Y698, Q92569, O43889, Q15759, Q9UQM7, Q00005, P17612, P05023, O15264, P05026, P10415, Q8WZA2, P23634, Q02641, Q92736, P09493, P06753, P67775, Q13555, P67936, Q13554, Q16539, O00459, Q16537, Q13557, P45379, P35368, P36873, P07951, P17252, Q9NQ66, P08588, P04899, P62158, Q9Y243, Q13362, P31751, P28482, P68032, Q13733, P08754, Q5JWF2, P51787, P18848, Q8WYR1, P54709, P15336, P50148, P27361, P19634, Q06190, P30556, Q15173, P40145, P07550, P42338, P12829, P42336, P31749"	2604	146	6910	1.272278686	0.956806287	0.028938086	13.16453826
KEGG_PATHWAY	hsa04725:Cholinergic synapse	55	1.0665115377157262	0.011245694	"Q14573, Q9NR82, Q01970, P27986, Q92569, O43889, Q9UQM7, P08173, P08172, P08912, P17612, P36544, Q9HAV0, P29992, P10415, P05771, Q13555, Q13554, P11229, O00459, Q13557, P17252, Q9NQ66, Q02750, O00555, P59768, P04899, Q9UBI6, Q9Y243, P48051, P62873, O60674, P62879, P31751, P28482, P06241, P22303, P01100, P20309, P08754, O14775, P51787, P48549, P18848, Q8WYR1, P05129, P50148, P27361, P40145, P42338, P09471, P42336, P01116, P31749, P01112"	2604	111	6910	1.314851718	0.965226278	0.030622207	14.00630338
KEGG_PATHWAY	hsa04550:Signaling pathways regulating pluripotency of stem cells	67	1.29920496412643	0.012987405	"P36894, Q9ULV1, P05019, P36896, O15169, P53778, Q15797, Q99717, P84022, P52333, P27986, P62993, Q92569, Q04771, Q13467, Q02363, Q15759, P25054, P41134, Q99956, P36507, O15264, P15923, P48431, P49841, O43474, P08069, P42702, O14641, O14640, Q16539, O00459, P11362, P41221, P35226, Q02750, P61371, P12757, P35222, P20823, Q9Y243, O60674, P31751, P28482, P21802, Q5UIP0, P01106, Q13873, O00755, O15198, P56705, P23458, Q8WYR1, P27361, Q92997, P47928, P04049, Q15796, O00238, P42338, Q13485, P42336, Q13705, P01116, P40763, P31749, P01112"	2604	140	6910	1.269941848	0.979401275	0.034992596	16.00560082
KEGG_PATHWAY	hsa03040:Spliceosome	64	1.2410316075237542	0.013279691	"Q12874, Q13573, Q15029, Q01081, Q15428, Q99459, P11142, O43290, Q13243, Q13242, P61978, Q00839, P09651, O43660, P08579, Q13247, P17844, Q9P013, Q07955, P62312, P62314, Q96DI7, Q9UKV3, P62316, O43143, Q9Y5S9, Q8NI27, Q15393, Q9Y3B4, Q53GS9, Q15459, Q15365, P09661, P38159, P84103, P34931, Q86XP3, Q8NAV1, O60231, Q9Y2W2, O75533, P41223, P55769, Q9UHX1, Q9BRL6, Q86V81, Q6P2Q9, P38919, Q9Y3C6, P17066, P52272, O14776, O75643, P51991, P54652, O95926, O60828, O43172, Q13838, Q13435, P07910, P08621, O43447, Q9Y4Z0"	2604	133	6910	1.276925031	0.981135821	0.035451698	16.3368702
KEGG_PATHWAY	hsa05143:African trypanosomiasis	20	0.3878223773511732	0.01568609	"P14902, P19320, Q99836, P69905, P05362, P17252, Q9NQ66, P05129, P01375, P50148, P52888, Q01970, P05771, Q9NR96, P48023, P00739, P55085, P25445, P02647, P01584"	2604	33	6910	1.608248382	0.990865477	0.041421243	19.01863683
KEGG_PATHWAY	hsa00620:Pyruvate metabolism	23	0.44599573395384917	0.018968526	"P11498, P24752, P40925, P51648, P40926, P07311, P00338, P10515, P35558, P48163, P07195, P30837, P05091, Q16775, Q13085, P11177, P49189, Q86YI5, Q9BWD1, Q16822, P07954, P14618, P08559, P49419"	2604	40	6910	1.525825653	0.996612858	0.049515713	22.54859365
KEGG_PATHWAY	hsa04721:Synaptic vesicle cycle	33	0.6399069226294357	0.022462642	"Q16864, O00555, P63010, Q6PUV4, Q93050, Q8WVH0, Q05193, Q16623, P61764, O94973, P38606, Q00610, P36543, P53680, P63027, O75348, P46459, P50570, P27449, Q9UI12, P60880, P21283, P15313, P20336, P21579, O95782, P53675, O14810, P09497, Q96CW1, P54920, P09496, Q13277"	2604	63	6910	1.389986102	0.99882616	0.057964354	26.14940268
KEGG_PATHWAY	hsa04070:Phosphatidylinositol signaling system	48	0.9307737056428156	0.023163178	"Q14573, P32019, Q86XP1, P51178, Q13574, P17252, Q9NQ66, Q01970, Q8NCE2, O95674, P52429, P23743, O15357, Q8TBX8, P62158, P27986, Q92569, O00443, O43314, P16885, Q13614, O00750, Q6PFW1, O75912, P49619, Q9P212, Q8WYR1, P05129, Q9BTU6, P19174, P05771, Q9NYA4, Q9BRC7, Q01968, Q16760, Q99755, Q92835, Q9Y2I7, P42356, P42338, Q8NEB9, P42336, P52824, O43426, P60484, O60331, O00459, O14735"	2604	98	6910	1.299727264	0.999051275	0.059229504	26.85242689
KEGG_PATHWAY	hsa05133:Pertussis	38	0.736862516967229	0.025277429	"P29466, Q99836, P08648, Q9NWZ3, O00206, P01375, P53778, Q8IUC6, P53779, P35228, P23528, P04899, P62158, P51617, Q15759, P28482, P01100, P55210, Q9Y4K3, O15264, P08754, P05556, P02747, P02745, P27361, P19838, P05107, Q14653, P05412, P58753, P61586, P45984, Q04206, P42574, Q16539, P0C0L4, P01584, P45983"	2604	75	6910	1.344495648	0.999501502	0.063982361	28.93682566
KEGG_PATHWAY	hsa00020:Citrate cycle (TCA cycle)	18	0.34904013961605584	0.026432668	"P11498, P40925, P40926, P10515, P35558, P48735, O43837, P31040, P11177, Q86YI5, Q16822, P53396, P50213, P07954, Q99798, P08559, O75390, P51553, P21399"	2604	30	6910	1.592165899	0.99964949	0.066288024	30.05240409
KEGG_PATHWAY	hsa05110:Vibrio cholerae infection	28	0.5429513282916424	0.032933798	"Q16864, P17252, P60709, Q9UDY2, Q93050, P13667, P13569, P38606, P16885, P55011, P17612, P84077, P36543, Q07157, Q5JWF2, P51787, O75348, P05129, P27449, P19174, Q9UI12, P05771, P21283, P61619, P15313, P60468, Q9H9S3, P63261"	2604	53	6910	1.401907081	0.999952083	0.081495822	36.0340525
KEGG_PATHWAY	hsa00071:Fatty acid degradation	24	0.4653868528214078	0.03376902	"P24752, P42126, O95573, P11766, Q9NY65, P30837, P08319, P05091, Q9BWD1, Q96GR2, Q92947, Q08426, P49419, O75521, P51648, P42765, P49189, P50416, P30084, P55084, P40939, Q16836, O60488, Q15067, P28332"	2604	44	6910	1.447423544	0.999962928	0.082830657	36.76724767
KEGG_PATHWAY	hsa04962:Vasopressin-regulated water reabsorption	24	0.4653868528214078	0.03376902	"Q5JWF2, P63027, Q12846, Q9Y6G9, Q96FJ2, P30518, P46459, Q13561, P52565, P52566, P63167, O00399, O43237, P62491, P61020, P51148, P20339, Q14204, O43889, Q14203, Q15907, P55087, P17612, Q92482"	2604	44	6910	1.447423544	0.999962928	0.082830657	36.76724767
KEGG_PATHWAY	hsa04923:Regulation of lipolysis in adipocytes	29	0.5623424471592011	0.039556475	"P30542, P08588, P35568, P04899, Q9Y243, P27986, Q92569, P13945, P31751, O14654, P01308, P17612, P06213, P23219, P08754, Q5JWF2, Q8WYR1, P15090, P35354, Q13976, Q05469, P40145, Q9Y4H2, P07550, P42338, Q96AD5, P42336, O00459, P31749"	2604	56	6910	1.374190805	0.999993775	0.09582347	41.63805866
KEGG_PATHWAY	hsa03030:DNA replication	20	0.3878223773511732	0.046007048	"P27694, Q13156, P35244, P49005, P39748, P15927, P25205, P33993, P33992, P33991, Q14181, A4D1U3, Q9NRF9, P28340, Q15054, P40937, P49736, P12004, Q5TBB1, Q14566"	2604	36	6910	1.474227684	0.999999159	0.110032216	46.65661613
KEGG_PATHWAY	hsa05016:Huntington's disease	85	1.6482451037424861	0.046626894	"P54257, Q92769, O00291, Q01970, P30405, O00483, P63010, P21796, O43181, O95168, Q9P2D7, O43889, P36542, P53680, P55211, P22695, Q0VDD8, Q9UG59, Q9UBK2, P08574, Q14790, P61218, Q9P0J0, Q13561, O00217, Q96KJ9, P19388, P24928, P04637, P13073, P24539, Q02221, P21980, Q07812, P04179, P28331, Q8TD57, O95782, P53675, O14645, P09497, Q96CW1, P09496, Q9Y277, O43676, Q9NQ66, Q05586, P45880, Q92793, O75438, O43678, Q13547, P05141, P31040, O94973, P42858, Q00610, P00403, P37231, O75380, Q16795, O95182, P78352, P49821, O75489, Q09472, P12236, P50148, P62380, O95139, P12235, P99999, P06576, P53803, Q14203, P48047, Q16656, P25705, Q16718, P42574, O75947, Q13224, P08047, O75251, O75306, P23560"	2604	192	6910	1.174775186	0.999999306	0.110594446	47.11720881
KEGG_PATHWAY	hsa04310:Wnt signaling pathway	63	1.2216404886561953	0.046694781	"P24385, Q9ULV1, Q13145, O15169, Q08209, Q01970, P53779, O75197, O43318, P56545, Q9HC62, P15153, Q13467, Q9UQM7, P25054, Q13616, Q9HB71, P17612, Q9Y265, Q969F2, P49841, O94907, P05771, Q7Z3G6, P63000, P04637, P05412, P61586, Q13555, P45984, O14641, O14640, Q13554, Q13557, P45983, P19784, Q9Y297, P49768, P17252, Q9NQ66, Q9H2H0, P41221, P67870, Q92793, P68400, P35222, P62877, P49674, P01106, P30281, O00755, P56705, Q09472, Q03181, P48454, P05129, P48729, Q92997, Q13485, Q9Y4D1, O75581, O75116, Q8N752"	2604	138	6910	1.211430575	0.999999321	0.109893925	47.16742934
KEGG_PATHWAY	hsa05340:Primary immunodeficiency	19	0.3684312584836145	0.049748199	"P01732, P33076, P06239, P25942, P08575, P01730, O43918, P16871, P15391, Q03519, Q03518, Q06187, P10966, P04234, P13051, P43403, Q9GZX7, P29965, Q9Y6K9"	2604	34	6910	1.482899611	0.999999738	0.115926094	49.38118296
KEGG_PATHWAY	hsa04713:Circadian entrainment	45	0.8726003490401396	0.05124772	"Q14573, P17252, Q9NQ66, Q05586, Q01970, O75052, Q92806, P49286, Q02153, P59768, P42262, Q12879, P04899, Q59EW6, P62158, Q9UBI6, P48051, P62873, O15399, P62879, Q9UQM7, P29475, P28482, P17612, P01100, Q9HAV0, P08754, Q5JWF2, O14775, P48549, P48544, P05129, P50148, P27361, P48039, P05771, Q13976, Q92736, P40145, P42261, P09471, Q15413, Q13555, Q13224, Q13554, Q13557"	2604	95	6910	1.256973078	0.999999836	0.118388292	50.43663804
KEGG_PATHWAY	hsa04270:Vascular smooth muscle contraction	54	1.0471204188481675	0.072566831	"Q14573, Q01970, P10398, Q02153, Q96A00, P62136, Q02156, P17612, P36507, P29992, P15056, Q9UP65, Q13464, Q9Y691, P05771, P47712, Q14344, Q05682, Q9H1R3, P61586, P24723, P62736, P14555, Q86XP0, P35368, Q92888, Q03113, P36873, P17252, Q9NQ66, Q02750, P29275, P29274, Q9NZN5, P62158, Q12791, P43119, P28482, Q5JWF2, P60660, P05129, P50148, P27361, Q05655, P25101, Q13976, P30556, O14974, P40145, P04049, Q15746, O75116, O15085, P63267"	2604	119	6910	1.204159083	1	0.163889812	63.40117792
KEGG_PATHWAY	hsa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC)	34	0.6592980414969943	0.079464478	"P08648, P19022, O60359, P60709, P35221, P35222, P35609, P26006, P12814, P18084, Q9Y698, P18564, P06756, P17302, P26010, P17661, O43707, P50402, Q14118, P15924, Q08043, P05556, Q02641, P16144, P14923, P05106, Q92736, Q13326, P02545, Q14126, P63261, P23229, P11532, P13612"	2604	71	6910	1.270742736	1	0.177305784	66.87090063
KEGG_PATHWAY	hsa04142:Lysosome	54	1.0471204188481675	0.095928737	"Q13571, O00203, O14617, Q9BXS5, Q9Y6Q5, P07686, Q13286, Q9UK23, P08962, O43747, Q9NZ52, Q9Y587, O00189, P20933, Q15012, Q9UJY4, Q9UJY5, P11717, P11279, Q9Y2T2, Q9NRA2, Q99523, P20645, P56377, Q99732, Q10567, O15118, P53675, P09497, P61966, P09496, P49281, P13473, P15586, Q3T906, P07711, Q93050, P11117, Q00610, O75843, Q86VI4, P06865, O14773, Q9NP78, P07858, P27449, Q9UI12, Q13367, P08311, P59780, P17050, P07339, Q14108, P07602"	2604	121	6910	1.184255627	1	0.210092366	73.96051984
