EntrezID	Uniprot ID	Gene	hsa04010: MAPK signaling pathway	hsa04066: HIF-1 signaling pathway	hsa05164: Influenza A	hsa04510: Focal adhesion	hsa04310: Wnt signaling pathway	hsa04151: PI3K-Akt signaling pathway	hsa04068: FoxO signaling pathway	hsa04014: Ras signaling pathway	hsa04015: Rap1 signaling pathway
25898	Q96PM5	RCHY1									
25902	Q6UB35	MTHFD1L									
25949	O95926	SYF2									
25970	Q9NRF2	SH2B1									
25978	Q9UQN3	CHMP2B									
25981	Q9P2D7	DNAH1									
26047	Q9UHC6	CNTNAP2									
26056	Q9BXF6	RAB11FIP5									
26060	Q9UKG1	APPL1									
26063	Q9NUI1	DECR2									
26088	Q9UJY5	GGA1									
26119	Q5SW96	LDLRAP1									
26227	O43175	PHGDH									
26232	Q9UK22	FBXO2									
26260	Q8TCJ0	FBXO25							FoxO signaling		
26270	Q9NRD1	FBXO6									
26286	Q9NP61	ARFGAP3									
26330	O14556	GAPDHS									
26354	Q9BVP2	GNL3									
26503	Q9NRA2	SLC17A5									
26508	Q9NQ87	HEYL									
26524	Q9NRM7	LATS2									
26528	Q96EP5	DAZAP1									
26659	Q15622	OR7A5									
26692	Q9Y3N9	OR2W1									
26985	Q9Y2T2	AP3M1									
26986	P11940	PABPC1									
27034	Q9UKU7	ACAD8									
27035	Q9Y5S8	NOX1		HIF-1 signaling							
27040	O43561	LAT								Ras signaling	Rap1 signaling
27044	Q7KZF4	SND1									
27071	Q9UN19	DAPP1									
27101	Q9HB71	CACYBP					Wnt signaling				
27131	Q9Y5X3	SNX5									
27134	O95049	TJP3									
27183	Q9UN37	VPS4A									
27231	Q9NPI5	NMRK2									
27232	Q14749	GNMT									
27242	O75509	TNFRSF21									
27243	O43633	CHMP2A									
27250	Q53EL6	PDCD4									
27257	O15116	LSM1									
27301	Q9UBZ4	APEX2									
27316	P38159	RBMX									
27330	Q9UK32	RPS6KA6	MAPK signaling								
27338	Q16763	UBE2S									
27343	Q9UGP5	POLL									
27349	Q8IVS2	MCAT									
27429	O43464	HTRA2									
27430	Q9NZL9	MAT2B									
28956	Q9Y2Q5	LAMTOR2									
28964	Q9Y2X7	GIT1									
28987	Q9ULX3	NOB1									
29079	Q9NPJ6	MED4									
29082	Q9BY43	CHMP4A									
29086	Q9NWV8	BABAM1									
29089	Q9NPD8	UBE2T									
29110	Q9UHD2	TBK1			Influenza A Signaling					Ras signaling	
29883	Q9UIV1	CNOT7									
29889	Q13823	GNL2									
29920	Q96C36	PYCR2									
29924	Q9Y6I3	EPN1									
29927	P61619	SEC61A1									
29934	Q9UMY4	SNX12									
29935	Q13156	RPA4									
29956	Q96G23	CERS2									
29968	Q9Y617	PSAT1									
29978	Q9UHD9	UBQLN2									
29979	Q9UMX0	UBQLN1									
29984	O00212	RHOD									
30011	Q96B97	SH3KBP1									
30061	Q9NP59	SLC40A1									
30834	Q9P1U0	ZNRD1									
30837	O14512	SOCS7									
30844	Q9H223	EHD4									
30845	Q9NZN3	EHD3									
30846	Q9NZN4	EHD2									
30849	Q99570	PIK3R4									
49861	P56880	CLDN20									
50628	P57678	GEMIN4									
50649	Q9NR80	ARHGEF4									
50807	Q9ULH1	ASAP1									
51004	Q9Y2Z9	COQ6									
51010	Q9NQT5	EXOSC3									
51013	Q9Y3B2	EXOSC1									
51019	Q9Y3C0	WASHC3									
51028	Q86VN1	VPS36									
51056	P28838	LAP3									
51079	Q9P0J0	NDUFA13									
51094	Q96A54	ADIPOR1									
51095	Q96Q11	TRNT1									
51100	Q9Y371	SH3GLB1									
51116	Q9Y399	MRPS2									
51119	Q9Y3A5	SBDS									
51135	Q9NWZ3	IRAK4			Influenza A Signaling						
51143	Q9Y6G9	DYNC1LI1									
51144	Q53GQ0	HSD17B12									
51160	Q9UK41	VPS28									
51172	Q9UK23	NAGPA									
51181	Q7Z4W1	DCXR									
51196	Q9P212	PLCE1								Ras signaling	Rap1 signaling
51256	Q9P0N9	TBC1D7									
51264	Q9P0M9	MRPL27									
51272	Q9NYM9	BET1L									
51289	Q9NSD7	RXFP3									
51295	Q9BQ95	ECSIT	MAPK signaling								
51318	Q9NZE8	MRPL35									
51324	Q9NZD8	SPG21									
51365	Q53H76	PLA1A								Ras signaling	
51366	O95071	UBR5									
51380	Q9Y600	CSAD									
51465	Q9Y385	UBE2J1									
51495	Q9P035	HACD3									
51503	Q9P013	CWC15									
51510	Q9NZZ3	CHMP5									
51520	Q9P2J5	LARS									
51534	Q9NP79	VTA1									
51552	P61106	RAB14									
51564	Q8WUI4	HDAC7									
51601	Q9Y234	LIPT1									
51606	Q9UI12	ATP6V1H									
51616	Q9HBM6	TAF9B									
51619	Q9Y2X8	UBE2D4									
51639	Q9Y3B4	SF3B6									
51645	Q9Y3C6	PPIL1									
51652	Q9Y3E7	CHMP3									
51699	Q9UBQ0	VPS29									
51719	Q9Y376	CAB39									
51726	Q9UBS4	DNAJB11									
51727	P30085	CMPK1									
51729	Q9Y2W2	WBP11									
51735	Q8TEU7	RAPGEF6									Rap1 signaling
51807	Q9NY65	TUBA8									
53343	Q9BW91	NUDT9									
53358	Q92529	SHC3				Focal adhesion				Ras signaling	
53371	Q7Z3B4	NUP54									
53944	Q9HCP0	CSNK1G1									
54106	Q9NR96	TLR9									
54107	Q9NRF9	POLE3									
54205	P99999	CYCS			Influenza A Signaling						
54331	P59768	GNG2						PI3K-Akt signaling		Ras signaling	
54361	P56705	WNT4					Wnt signaling				
54407	Q96QD8	SLC38A2									
54433	Q9NY12	GAR1									
54457	Q5H9L4	TAF7L									
54464	Q8IZH2	XRN1									
54472	Q9H0E2	TOLLIP									
54512	Q9NPD3	EXOSC4									
54518	Q7Z5R6	APBB1IP									Rap1 signaling
54575	Q9HAW8	UGT1A10									
54583	Q9GZT9	EGLN1		HIF-1 signaling							
54788	Q9NXW2	DNAJB12									
54822	Q96QT4	TRPM7									
54872	Q5H8A4	PIGG									
54884	Q6NUM9	RETSAT									
54926	Q712K3	UBE2R2									
54960	Q9NWZ8	GEMIN8									
54961	Q8TE77	SSH3									
54981	Q9NWW6	NMRK1									
54995	Q9NWU1	OXSM									
55014	P56962	STX17									
55040	Q9H201	EPN3									
55048	A5D8V6	VPS37C									
55052	Q9BYC9	MRPL20									
55054	Q676U5	ATG16L1									
55127	Q9H583	HEATR1									
55163	Q9NVS9	PNPO									
55168	Q9NVS2	MRPS18A									
55176	Q9H9S3	SEC61A2									
55183	Q5UIP0	RIF1									
55215	Q9NVI1	FANCI									
55233	Q9H8S9	MOB1A									
55236	A0AVT1	UBA6									
55256	Q9BV57	ADI1									
55284	Q96B02	UBE2W									
55353	Q86VI4	LAPTM4B									
55361	Q9BTU6	PI4K2A									
55503	Q9H1D0	TRPV6									
55505	Q9NPE3	NOP10									
55567	Q8TD57	DNAH3									
55577	Q9UJ70	NAGK									
55589	Q9NSY1	BMP2K									
55616	Q8TDY4	ASAP3									
55666	Q8TAT6	NPLOC4									
55697	Q08AM6	VAC14									
55699	Q9NSE4	IARS2									
55737	Q96QK1	VPS35									
55738	Q8N6T3	ARFGAP1									
55740	Q8N8S7	ENAH									
55742	Q9NVD7	PARVA				Focal adhesion					
55750	Q53H12	AGK									
55752	Q9NVA2	SEPT11									
55757	Q9NYU1	UGGT2									
55768	Q96IV0	NGLY1									
55781	Q9BVS4	RIOK2									
55790	Q8TDX6	CSGALNACT1									
55801	Q9NPH9	IL26									
55829	Q9BQE4	SELENOS									
55850	Q9NZ43	USE1									
55862	Q9NTX5	ECHDC1									
55907	Q8NFW8	CMAS									
55914	Q96RT1	ERBIN									
55916	Q9NPJ8	NXT2			Influenza A Signaling						
55968	Q9UNZ2	NSFL1C									
55970	Q9UBI6	GNG12	MAPK signaling					PI3K-Akt signaling		Ras signaling	
56001	Q9GZY0	NXF2			Influenza A Signaling						
56288	Q8TEW0	PARD3									Rap1 signaling
56474	Q9NRF8	CTPS2									
56479	Q9NR82	KCNQ5									
56616	Q9NR28	DIABLO									
56681	Q9NR31	SAR1A									
56886	Q9NYU2	UGGT1									
56893	Q9NRR5	UBQLN4									
56894	Q9NRZ7	AGPAT3									
56896	Q9BPU6	DPYSL5									
56924	Q9NQU5	PAK6				Focal adhesion				Ras signaling	
57026	Q96GD0	PDXP									
57103	Q9NQ88	TIGAR									
57104	Q96AD5	PNPLA2									
57118	Q8IU85	CAMK1D									
57132	Q7LBR1	CHMP1B									
57142	Q9NQC3	RTN4									
57144	Q9P286	PAK5				Focal adhesion				Ras signaling	
57154	Q9HCE7	SMURF1									
57172	Q96NX5	CAMK1G									
57187	Q8NI27	THOC2									
57379	Q9GZX7	AICDA									
57403	Q9UL26	RAB22A									
57448	Q9NR09	BIRC6									
57486	Q9BYT8	NLN									
57506	Q7Z434	MAVS			Influenza A Signaling						
57510	Q9HAV4	XPO5									
57521	Q8N122	RPTOR						PI3K-Akt signaling			
57599	Q8TAF3	WDR48									
57678	Q9HCL2	GPAM									
57679	Q96Q42	ALS2									
57697	Q8IYD8	FANCM									
57704	Q9HCG7	GBA2									
57761	Q96RU7	TRIB3									
58472	Q9Y6N5	SQRDL									
58477	Q9Y5M8	SRPRB									
58533	Q9UNH7	SNX6									
59341	Q9HBA0	TRPV4									
59343	Q9HC62	SENP2					Wnt signaling				
59345	Q9HAV0	GNB4						PI3K-Akt signaling		Ras signaling	
60412	Q96A65	EXOC4									
60496	Q9NRN7	AASDHPPT									
60528	Q9BQ52	ELAC2									
60673	Q9BSB4	ATG101									
60682	Q8IYB5	SMAP1									
63826	Q9GZT4	SRR									
64087	Q9HCC0	MCCC2									
64098	Q9HBI0	PARVG				Focal adhesion					
64135	Q9BYX4	IFIH1			Influenza A Signaling						
64145	Q9H1K0	RBSN									
64170	Q9H257	CARD9									
64221	Q96MS0	ROBO3									
64393	Q9HA38	ZMAT3									
64398	Q8N3R9	MPP5									
64419	Q8NCE2	MTMR14									
64425	Q9GZS1	POLR1E									
64506	Q9BZB8	CPEB1									
64581	Q9BXN2	CLEC7A									
64744	Q8WU79	SMAP2									
64750	Q9HAU4	SMURF2									
64781	Q8TCT0	CERK									
64798	Q8TB45	DEPTOR									
64802	Q9HAN9	NMNAT1									
64837	Q9H0B6	KLC2									
64850	Q8TBG4	ETNPPL									
64968	P82932	MRPS6									
64969	P82675	MRPS5									
64981	Q9BQ48	MRPL34									
65003	Q9Y3B7	MRPL11									
65008	Q9BYD6	MRPL1									
65108	P49006	MARCKSL1									
65110	Q9H1J1	UPF3A									
66008	O60296	TRAK2									
79001	Q9BQB6	VKORC1									
79008	Q9BQ83	SLX1B									
79017	O75223	GGCT									
79054	Q7Z2W7	TRPM8									
79058	Q9BZE9	ASPSCR1									
79077	Q9H773	DCTPP1									
79132	Q96C10	DHX58									
79139	Q9BUN8	DERL1									
79158	Q3T906	GNPTAB									
79590	Q96A35	MRPL24									
79602	Q86V24	ADIPOR2									
79621	Q5TBB1	RNASEH2B									
79643	Q96FZ7	CHMP6									
79661	Q96FI4	NEIL1									
79671	Q86UT6	NLRX1			Influenza A Signaling						
79695	Q8IXK2	GALNT12									
79709	Q8NBJ5	COLGALT1									
79720	Q9H9H4	VPS37B									
79723	Q9H5I1	SUV39H2									
79833	Q8WXD5	GEMIN6									
79837	Q8TBX8	PIP4K2C									
79869	Q8N684	CPSF7									
79888	Q8NF37	LPCAT1									
79902	Q9BW27	NUP85									
80145	Q6I9Y2	THOC7									
80223	Q6WKZ4	RAB11FIP1									
80230	Q96T51	RUFY1									
80233	Q0VG06	FAAP100									
80301	Q8TD55	PLEKHO2									
80319	Q9H2H0	CXXC4					Wnt signaling				
80331	Q9H3Z4	DNAJC5									
80339	Q9NST1	PNPLA3									
80347	Q13057	COASY									
80700	Q9BZV1	UBXN6									
80824	Q9BY84	DUSP16	MAPK signaling								
80896	Q9BXD5	NPL									
81030	Q9H171	ZBP1									
81035	Q5KU26	COLEC12									
81567	Q8NBS9	TXNDC5									
81608	Q6UN15	FIP1L1									
81873	Q9BPX5	ARPC5L									
81876	Q9H0U4	RAB1B									
83547	Q96NA2	RILP									
83593	Q8WWW0	RASSF5								Ras signaling	Rap1 signaling
83706	Q86UX7	FERMT3									
83732	Q9BRS2	RIOK1									
83737	Q96J02	ITCH									
84172	Q9H9Y6	POLR1B									
84188	Q8WVX9	FAR1									
84193	Q86TU7	SETD3									
84254	Q8N5S9	CAMKK1									
84284	Q9BSD7	NTPCR									
84305	Q9BRP8	PYM1									
84309	Q9BRJ7	NUDT16L1									
84313	Q9BRG1	VPS25									
84440	Q86YS3	RAB11FIP4									
84447	Q86TM6	SYVN1									
84464	Q8IY92	SLX4									
84612	Q9BYG5	PARD6B									Rap1 signaling
84617	Q9BUF5	TUBB6									
84693	Q96PE7	MCEE									
84701	Q96KJ9	COX4I2									
84706	Q8TD30	GPT2									
84720	Q8TEQ8	PIGO									
84735	Q96KN2	CNDP1									
84790	Q9BQE3	TUBA1C									
84812	Q9BRC7	PLCD4									
84867	P54829	PTPN5	MAPK signaling								
84916	Q969X6	UTP4									
84950	Q8NAV1	PRPF38A									
85236	O60814	HIST1H2BK									
85358	Q9BYB0	SHANK3									
85365	Q9H553	ALG2									
85366	Q9H1R3	MYLK2				Focal adhesion					
85409	Q969F2	NKD2					Wnt signaling				
85417	Q8WWL7	CCNB3							FoxO signaling		
85480	Q969D9	TSLP									
89853	Q9H7P6	MVB12B									
89953	Q9NSK0	KLC4									
90390	Q96HR3	MED30									
90427	Q96LC9	BMF									
91442	Q9BTP7	FAAP24									
91445	Q96GF1	RNF185									
91782	Q8WUX9	CHMP7									
92344	Q5T7V8	GORAB									
92421	Q96CF2	CHMP4C									
92597	Q7L9L4	MOB1B									
92856	Q96G21	IMP4									
92912	Q8WVN8	UBE2Q2									
93343	Q96EY5	MVB12A									
93408	Q9BUA6	MYL10				Focal adhesion					
94239	Q71UI9	H2AFV									
94274	Q96A00	PPP1R14A									
103910	O14950	MYL12B				Focal adhesion					
112399	Q9H6Z9	EGLN3		HIF-1 signaling							
112936	Q4G0F5	VPS26B									
112950	Q96G25	MED8									
113457	Q13748	TUBA3D									
114609	P58753	TIRAP									
115019	Q7LBE3	SLC26A9									
115727	Q8TDF6	RASGRP4	MAPK signaling							Ras signaling	
116519	Q6Q788	APOA5									
116985	Q96P48	ARAP1									
116986	Q99490	AGAP2							FoxO signaling		
116987	Q9UPQ3	AGAP1									
117157	O14796	SH2D1B									
118424	Q8N2K1	UBE2J2									
118813	Q5T4F4	ZFYVE27									
120892	Q5S007	LRRK2									
121504	P62805	HIST4H4									
122011	Q8N752	CSNK1A1L					Wnt signaling				
122809	Q8WXH5	SOCS4									
124404	Q8IYM1	SEPT12									
124540	Q96DH6	MSI2									
124995	Q7Z7H8	MRPL10									
126961	Q71DI3	HIST2H3C									
127602	Q0VDD8	DNAH14									
128239	Q86VI3	IQGAP3									
128866	Q9H444	CHMP4B									
129807	Q8WWR8	NEU4									
133522	Q86YN6	PPARGC1B									
133686	Q4G0N4	NADK2									
134147	Q96DG6	CMBL									
137492	Q8NEZ2	VPS37A									
138199	Q8N4J0	CARNMT1									
140735	Q96FJ2	DYNLL2									
143187	Q96AJ9	VTI1A									
146956	Q96AY2	EME1									
148022	Q8IUC6	TICAM1			Influenza A Signaling						
148581	Q5VVX9	UBE2U									
153090	Q5VWQ8	DAB2IP									
154664	Q86UQ4	ABCA13									
154796	Q4VCS5	AMOT									
155382	Q86XT2	VPS37D									
160851	Q86XP1	DGKH									
166336	Q7Z3G6	PRICKLE2					Wnt signaling				
200576	Q9Y2I7	PIKFYVE									
201163	Q8NFG4	FLCN									
201633	Q495A1	TIGIT									
203068	P07437	TUBB									
206358	Q7Z2H8	SLC36A1									
219983	Q8NGJ1	OR4D6									
219988	Q86TB9	PATL1									
220988	P51991	HNRNPA3									
221830	Q3B726	TWISTNB									
253725	Q9Y4E1	WASHC2C									
254122	Q86XE0	SNX32									
255626	Q96A08	HIST1H2BA									
258010	Q8NHG7	SVIP									
260425	Q5TCQ9	MAGI3									Rap1 signaling
283455	Q6VAB6	KSR2								Ras signaling	
283748	Q86XP0	PLA2G4D	MAPK signaling							Ras signaling	
284217	P25391	LAMA1				Focal adhesion		PI3K-Akt signaling			
285203	Q5NDL2	EOGT									
317772	Q8IUE6	HIST2H2AB									
333932	Q71DI3	HIST2H3A									
338382	Q96AH8	RAB7B									
346606	Q86VF5	MOGAT3									
348995	Q8NFH3	NUP43									
353376	Q86XR7	TICAM2									
374291	O75251	NDUFS7									
374659	Q8N4P3	HDDC3									
375790	O00468	AGRN									
378708	Q8N2Z9	CENPS									
387082	Q6EEV6	SUMO4									
387680	Q641Q2	WASHC2A									
389692	Q8NHW3	MAFA									
390271	Q8NGG8	OR8B3									
440275	Q9P2K8	EIF2AK4			Influenza A Signaling						
548593	Q9BQ83	SLX1A									
548596	P12532	CKMT1A									
554313	P62805	HIST2H4B									
594855	Q8WVH0	CPLX3									
653361	P14598	NCF1									
653604	Q71DI3	HIST2H3D									
723790	Q6FI13	HIST2H2AA4									
728343	Q9GZY0	NXF2B			Influenza A Signaling						
100132285	P43631	KIR2DS2									
100287171	A8K0Z3	WASHC1									
100506658	Q16625	OCLN									
Total Network	-	-	161	79	107	141	64	190	98	133	134
Total Pathway	-	-	255	103	175	203	143	341	134	229	212
Percentage	-	-	63.14%	76.70%	61.14%	69.46%	44.76%	55.72%	73.13%	58.08%	63.21%
